COMMENT_ID,AUTHOR,DATE,CLASS,CONTENT_az
z13fgt5wtsf3znibb04cgrfgasztuv5q5wk0k,Diana Roque,2014-11-08T04:43:22,0,"BUNA QUVEEN VƏ MICHAEL JACKSONDAN DAHA ÇOX baxış var, 2 MİLYARD baxış var﻿"
z122ybty1la4dbrz304cgnoh1knkiv0odfg,bruno jovao,2014-11-08T04:51:38,0,LoL﻿
z135cxegbufxdviso23kgn4rqmbvwxyqp04,Spencer Clark,2014-11-08T05:29:26,0,"Son millisaniyədə 1:39-da fasilə etsəniz, o cücənin gülmək üzrə olduğunu görə bilərsiniz. Bir neçə cəhd edir."
z13ucxdzemugi1v5n04ccjloko25drfb4js,Haley Harmicar,2014-11-08T05:35:42,0,"9 yaşlı uşaqlar ""Dünyada cəmi 3 nəfər olduğu halda bu necə 2 milyard baxışa malikdir"""
z12mfnjahrvcgjh4004cdf3buuzshjsrzhw,Kincaid Liebenberg,2014-11-08T05:36:38,0,PSY yaxşı oğlandır
z12cwnzbunaji14ah04cf3jizmzpz3igxj4,CHILD,2014-11-08T05:46:31,0,BU MAHNINA NİYƏ 2 MİLYARD Baxış var
z12vzdda5z3jvliop04cc535ayybt3mwthc,CustomerService GM,2014-11-08T05:52:30,1,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿
z13axbnqtxfrc3ncc23xxp2wivqbgx43o,sahil samal,2014-11-08T06:28:01,0,1 milyon dislike ssssssssssssssssssssssssssssssssssssssssssssss.
z13csxapuz2ggji2n23dsfhobq30yhle1,Doris Chew,2014-11-08T06:29:16,0,Kiçik PSY beyin şişindən əziyyət çəkir və cəmi 6 ay ömrü var.  Xahiş edirəm ona dua edin və uğurlar arzulayın
z13qe1myote4hhwox04chrdxbv30dhraerc0k,hunter braddock,2014-11-08T06:36:41,0,"Oradakı bütün kiçik uşaqlar üçün yer üzündə 7-8 MİLYON DEYİL, 7-8 Milyar insan var. Şərhlər göndərməzdən əvvəl sizə faktları götürün.﻿"
z12duvqj2ozihjxzr04cffmhekeyzbkql20,Arrestme11,2014-11-08T06:50:39,0,İnsanlıq nə qədər axmaqdır
z13fib54ilj0ix3ln23cy5h41xi0hduex,The O'dowd Crowd,2014-11-08T06:53:38,1,"Gəlin və videoma baxın, bu odowd crowd zombie filminin 1-ci hissəsi adlanır"
z12qfjubxk2iftnwk04chp5amsmmuvpwh5w,FaceTheFacts,2014-11-08T07:07:44,0,"Bilirsiniz ki, nə dediyini bilmək üçün google translate-dən istifadə etmək lazım olanda bir mahnı pis olur!﻿"
z12ttjopmofst1gpp04cc5ezywjrwntjrc0,x Judda,2014-11-08T07:19:29,0,"Anladıq, siz bura baxış üçün gəlmisiniz..."
z12wz33h0vbdcdel022hu3npdufjjx2mv,Kelsey bolley,2014-11-08T07:25:39,0,Wow bu video ən çox baxılan youtube videosu.. ikincisi Justin bieber- baby SMH DÜNYA NƏ GƏLİR
z12th3fqdqq5yn0tq23rzboi3wb4tft0y,Markus Mairhofer,2014-11-08T08:49:47,1,"Hey, məzmunumu indi paylaşdığım tsū nəşriyyat platformasında mənə qoşulun: http://tsu.co/MarkusMairhofer﻿"
z13nw3lhgt2nf5wwe04cdlx5iyaydznrve0,Wert Walleet,2014-11-08T09:15:22,0,Bu mahnı əladır 2.127.315.950 baxış var wow﻿
z13ytrypzmmxwrqsw22hfhf4ivbot5w2q,Hollz C,2014-11-08T09:17:52,0,Mən buna 2014-cü ildə baxıram
z12ivx14lye5szr4k04cddnhuujytfhz4v00k,The Silhouette,2014-11-08T09:25:51,0,"Youtube-da ən çox baxılan video...daaaaaaaaaaannng bu baxışlar demək olar ki, bütün çinə hakim ola bilər...﻿"
z124elbgazqmuhvs5230ut14uta5irenh,Agarra Mela,2014-11-08T09:32:14,0,"Yer üzündə cəmi 7 milyon insan varsa, bu video necə 2.127.322.484 baxışa malikdir?"
z12dcrdpiky1w3oia04chrvgxpmuzjv4gcw,Tedi Foto,2014-11-08T09:33:30,0,Nə mənim qanqnam stilim
z12qxl3xupmjsbzzg04cfzegyw3xfjjjpfc,StarBlade34 OverLord,2014-11-08T09:34:57,0,Bu youtuber (officialpsy) çox pul qazanır lol﻿
z12gdhri2nzouxcxq04ci11h5we3edegkbg,Super Cot,2014-11-08T09:39:28,0,1 milyon bəyənmə! EPIC FAIL(sizin fanboylar üçün hazırdır)﻿
z13jhnc5bozpyx01123nz5ky5yjksrdzm04,restlesswikiinfo,2014-11-08T10:03:32,0,"Koreya dilini bilsəydim, bu daha gülməli olardı. Ən azı sonunda bir az ingiliscə idi, lakin olduqca sürətlə danışılırdı.﻿"
z12oxlzh4qjicd2zu04cgfabqtipf3gq4is,Susan Jay,2014-11-08T10:04:22,0,"“Planetdə cəmi 7 milyon insan varsa, bunun necə iki milyard baxışı var” deməklə kifayətlənirik. zarafat edirsen. Artıq gülməli deyil."
z13vhnh5ewvdyzh3o23bjz55lxbwjznor04,diego acosta,2014-11-08T10:05:27,1,"100 abunəçi qazansam, One Direction və Miley Cyrus-u yer üzündən silmək üçün Freddi Merkurinin ruhunu çağıracağam.﻿"
z12ztdojvxyhy3bpc04cf34jnnrnfpuyj1c,Harrys Edits,2014-11-08T10:05:40,1,"100 abunəçiyə çatsam, camaatın içində bir vedrə buzlu su tökərək insanların üstünə gedəcəyəm və sonra mən deyilmiş kimi davranaraq qaçacağam! insanların görə bildiyi kimi!!!"
z12qfpcgnmjcgfqh104cd3fptuuxzxcp0i4,piwnugget,2014-11-08T10:12:42,0,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿
z12ws5swdzq4gxqkh23iilpavrmjcjqdy,ThoseFour KidsYaay,2014-11-08T10:14:47,0,Bu pislik üçün 2 milyard?
z122z5pa2wyofbjj304cgfwrrmvjgn0pohc,Mia Aspinall,2014-11-08T10:30:35,0,"2 milyard baxış, cəmi 2 milyon paylaşım"
z12ruft4aq3thhpbl04cdxrzjvmohjyqhs00k,DylsFS,2014-11-08T10:40:00,1,"Salam uşaqlar mənim adım Dylan və mən IRL futbol videoları çəkirəm mənim 1030 abunəçim var və düşünürəm ki, siz mənim məzmunumu bəyənəcəksiniz, ona görə də gəlin yoxlayın və abunə olsanız!﻿"
z13nvtepirfuhrral04cc10xkkygibq53t40k,"nobleMC | Minecraft, GFX and More!",2014-11-08T10:48:41,1,"Sabaha qədər 300 abunəçi qazansam, epik Hunger Games Videosu çəkəcəyəm! ﻿"
z12dgxdpbsjvsj1lv22vhn3ypsynh3gq204,zakaia ziko,2014-11-08T11:00:19,1,izləyiciniz zəhmət olmasa https://www.facebook.com/lists/161620527267482﻿
z13jzr151zb4cfmqs04chbrbukncfhzxy40,Praise Samuel,2014-11-08T11:10:30,0,"2 milyard baxış, hətta Justin Beibsin körpəsi belə böyük hərflə yazılmış bir ada layiq deyil"
z121zn0biqizsti0j23rghdafmjzgpuu4,nathan robson,2014-11-08T11:20:48,1,"100 abunəçiyə çatsam, özümü və dostumu tərifləyəcəm"
z13uhbtohvm4yxq0d22lvbyx3ratct1ju04,Navin Surya,2014-11-08T11:42:57,1,"Xahiş edirəm kollecə getməyə kömək edin, uşaqlar! Ürəyimdən təşəkkür edirəm.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿"
z12mubjyckfjvhmni23bc5nxbnrggtvjq04,Bishwaroop Bhattacharjee,2014-11-08T12:34:11,1,https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&theater ﻿
z12ovv2xcmmtv5exl04cdxe4ql31dd2jiy00k,Liu Chu Yi,2014-11-08T13:12:10,1,Mən çox gözəl və ağıllıyam!!! Mənə abunə ol!
z13fdvwhykzhuldpn04cfdtwkyqterlavnk0k,iKap Taz,2014-11-08T13:34:27,1,Follow 4 Follow @ VaahidMustafic Like 4 Like ﻿
z12vu5grlujzfr4cx23iu5zpdpugzxl4t04,Serkan Kaya,2014-11-08T15:27:27,1,http://hackfbaccountlive.com/?ref=4436607 psy news offıcal ﻿
z12iztop3pyovxbl322eyxng2k3gi5rax04,Bizzle Sperq,2014-11-08T15:29:46,1,https://www.facebook.com/nicushorbboy məni əlavə et <3 <3﻿
z12cehoxozfgg3nok04cjj05xznbgrlpfjo,Elieo Cardiopulmonary,2014-11-08T15:29:52,1,"spama görə üzr istəyirəm, amma mənim adım Cennidir. Hər kəsin dəbli geyindiyi orta məktəbə gedirəm, amma mənim üçün yox, çünki şirin paltarlar almaq üçün pula ehtiyacım var. Özümə hörmətim aşağıdır. Mən atamla yaşayıram. mənim 6 yaşım olanda anam vəfat etdi, ona görə də həqiqətən ana fiqurum yoxdur. Məndən böyük 2 qardaşım var. Onlar oğlan olduqları üçün mən tək qalanda diqqət çəkirlər. Mən çox istəyirəm ki, məktəbimdəki qızlar kimi gözəl paltarlar geyinib sevgilim olsun. mən sadəcə özüm ola bilmirəm. Mən məktəbdə çox sakit və utancaqam, çünki kiminləsə danışmaq üçün özümə güvənim yoxdur.  Mənim Caroline adlı bir dostum var idi, amma o, uzaqlaşdı, indi təkəm. Mənə bir az pul bağışlasanız, əla olardı. Mən bahalı brendlərə əhəmiyyət vermirəm, sadəcə Walmartdan alış-veriş edirəm, çünki onların gözəl paltarları var.  Mən də dırnaqlarımı salonda düzəltmək istəyirəm. Mən görürəm ki, bir çox qızlarda bu fransızca məsləhətlər var. Əvvəllər heç vaxt dırnaqlarımı salonda etdirməmişəm, əgər bacararsam, çox təqdir edəcəm və saçlarımı da qıvrım. http://www.gofundme.com/dressprettyonce təşəkkür edirəm, xahiş edirəm.﻿"
z13xwborhli2vdrab04chblgxvjattz4ezs0k,Luna Gamer Potter,2014-11-09T02:42:40,0,Bu mahnıya nifrət edirəm! ﻿
z13zuxpykozmevuf222nh5vr3taqvbqun,Thomas sea,2014-11-09T04:49:20,1,zəhmət olmasa kanalıma abunə olun
z12zgfgp1rzzct4ft23jxrwozxabfnjjv04,This Is Really Not Lois Arceo,2014-11-10T13:25:27,0,YENİ MƏQSƏD!   3.000.000!  Gəlin bunun üçün gedək!
z121j52qizrzhd2pa04ceht4jpeuzvzgunc0k,Niggly Wiggly,2014-11-10T17:39:10,1,Milçənin diri-diri yandığını görmək istəyirsinizsə kanalıma keçin
z12dixvi2qepuhb4o04chpd5exjdx3oqdic,DropItLikeItsSloth,2014-11-11T19:38:11,0,Baxışları yoxlamaq üçün buraya gəldim: P﻿
z12kw53jipujdzqex22qt5vxtoyde3cwg04,Itss Synco,2014-11-11T22:37:23,1,"GƏLİN VƏ YENİ YOUTUBE KANALIMA BAXIN, HƏR GÜNLÜK YAYIMLAR EDƏCƏK!﻿"
z12kx35bmpbiez0kp22qxrrrrzecznnw004,Puppy Lover5614,2014-11-11T22:48:11,0,Onun nə dediyi barədə heç bir fikrim yoxdur. Hətta dildirmi?
z12qh5dbxp2uwj3s423qg3cqdqmzxrirt04,Mason Sieverding,2014-11-12T00:52:51,1,Zəhmət olmasa mənim videolarıma baxın dostlar
z12qzr1q3vqdghaln23asbvwhrmftzrox04,Robin Delwiche,2014-11-12T01:37:07,0,Mən hələ də bu günə qədər bu videonun niyə bu qədər populyar olduğunu düşünürəm? illuminati təsdiqlədi ??
z13pv52hkmf4jn23g22nzx5zqr2gen1gv04,LBEProductions,2014-11-12T01:40:22,1,Salam dostlar kanalıma baxa bilərsiniz zəhmət olmasa. Mən sənətkarlıq videoları çəkirəm. Gəlin 20 abunəçi üçün çəkiliş edək
z123vd4i3laosnv4b04ci3pwunuvytarigs,Thuan Lai Tran,2014-11-12T05:01:52,0,Bu qocalır.........
z12ig3jrnlfvsthaa04chjkrply5zligbdg,Aaa Aaa,2014-11-12T05:46:27,1,MƏNƏ ABUNƏ OLUN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!
z12jeraoczqvvbkmz23hsbcptweedlrxx04,BIGMOFO Tonkatruck,2014-11-12T06:26:42,0,sadəcə baxış sayını yoxlamaq üçün gəldim
z12fgjx5zknbitgw104ce3op4v3nzlaxzqo0k,Young IncoVEVO,2014-11-12T07:14:06,1,Musiqi Videolarıma baxın! Fuego - U LA LA Remix hyperurl.co/k6a5xt﻿
z124tligikzvt3kch22kx5daswzwdrjxp04,Young IncoVEVO,2014-11-12T07:14:46,1,Musiqi Videolarıma baxın! və LÜTFEN ABUNƏ OLUN!!!! Fuego - U LA LA Remix hyperurl.co/k6a5xt﻿
z12ct5z5hsnsjjpii04ccbzztmf1ulxxous0k,Viperas Lord,2014-11-12T09:20:12,1,www.marketglory.com/strategygame/lordviperas﻿
z124zbcigmbfvhpru04cepdx2vikibhp42c,Yabbamita DBH,2014-11-12T09:30:20,0,"Əgər pis Çin hökuməti orada YouTube-u bloklamasaydı, hazırda 3 milyarda yaxın baxış olardı. ﻿"
z13pzv4gkkj3hpe4g04ccdma2vbtcliiu1c,Muhd Hafiz,2014-11-12T09:30:31,0,DÜNYA REKORUNDA YOUTUBE VİDEOLARINA GÖRÜŞ SAYISI !!!!!! XD
z13uffbajziyw5cfp23bwbw5auytzdl5b04,Juris Dumagan,2014-11-12T11:03:25,0,"Düşünürəm ki, bu zaman sərxoş olub :) x)﻿"
z13ycvc43ynaerptk235dhnwnqf1hdhwl04,Patrick Pernia,2014-11-12T14:17:28,1,Avtomobil sürərkən günəşə məruz qalmağı məhdudlaşdırın. Avtomobilin şüşəsini ön şüşə ilə pəncərə arasında yelləmək məcburiyyətində olan əngəlləri aradan qaldırın.  https://www.kickstarter.com/projects/733634264/visortwin﻿
z135zz0xwx2jetyt523mejn40qifw5hjo04,Jennifer Isaksen,2014-11-12T15:12:47,0,"Haha, hey! Mən həmişə 1:57-ci hissəyə gülürəm.. LOL!﻿"
z12gwldoxpvgjru4004cj3fxyvvvwffjqjg,Ripazha Gaming,2014-11-12T17:37:08,1,http://hackfbaccountlive.com/?ref=5242575﻿
z12usr54ppaxxf1dl23nhbybruapdnixw04,Arthur Teixeira,2014-11-12T20:12:47,0,"00:58-də rəqs edən oğlanın adını bilmək istədim, bilən var?"
z12svt0reqvqyppzw04cgt1axrqhddcbkfc,derrick lawson,2014-11-12T20:21:27,1,https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿
z13pitkr5prbgf3ja04cjjg4qme3txjpyqc0k,Yeung Marvin,2014-11-12T23:56:54,0,"Haha qərblilərin duzunu görmək o qədər gülməlidir ki, youtube-un ən yüksək baxışları heç başa düşmədikləri videolara gedir, duzu artırın!﻿"
z13aib0jgoiotfxxi04cj5lgulz3zdfrpew,Stuart Mcdonald,2014-11-13T00:38:14,1,ŞİRKƏTİMİ TWİTTERDƏ TAKİP EDİN təşəkkürlər.  https://twitter.com/TheWaxedHatCo﻿
z12oex5p1miewvugp04cgjfqiq3xsxrolhk,Caius Ballad,2014-11-13T00:58:20,0,"Təsəvvür edin ki, əgər bu adam bütün bu baxışlarla adsense-i işə salsa... siz ipotekanı ödəyə bilərsiniz"
z13supiartrcdr4la22xc3aripu2x1z3a,Ink Video Shorts,2014-11-13T02:33:53,1,"Hey, gəlin, youtube-da bizi yoxlayın, fikrinizi bildirin və abunə olmağı unutmayın."
z12uthyi5vratjy0v22ycxxhgpuqs5te2,Sigaraya Nesora,2014-11-13T06:33:21,0,"Qatarda rəqs edən qızın geyimi o qədər seksual idi, amma ən böyük dəyişikliyi onun qaşları yox idi D:﻿"
z131idupvn3yhf3mv23dwzhi4pqixvwuw,Александр Федоров,2014-11-13T07:59:33,1,"Şəkillərə baxın, çətin deyilsə http://image2you.ru/48051/1340524/ http://image2you.ru/48051/1340523/ http://image2you.ru/48051/1340522/ http://image2you. ru/48051/1340521/ http://image2you.ru/48051/1340520/ http://image2you.ru/48051/1340519/ http://image2you.ru/48051/1340518/ http://image2you.ru/48051/1340517/ http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/ http://image2you.ru/48051/1340502/ http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/ http://image2you.ru/48051/1340494/ http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/ http://image2you.ru/48051/1340491/ http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/ http://image2you.ru/48051/1340488/﻿"
z12gcx5hzkayhbmve23ghd3plt2czf2rp04,ArioseRose,2014-11-13T15:20:31,0,"Mənə fikir verməyin, mən sadəcə baxışların nə olduğunu yoxlayıram :)"
z13qhxcb2ybzszosx22rh5hwhmmccpjx404,The Silent Troll Defuser HD,2014-11-13T15:47:27,1,"Salam uşaqlar mənim YouTube kanalımı yoxlaya bilərsiniz, bilirəm ki, bu kimi şərhlərə nifrət edirsiniz, amma söz verirəm ki, videolarımı yoxlasanız, əyləncəli olacaq Mən Shotgun Montages, Ninja Defuse Montages və Trolling edirəm, xahiş edirəm onlara baxa bilərsiniz və təşəkkürlər gün!!!!!!!!"
z12yivpznrezu3gyf04ce11xdvmquxzjdo00k,Tom Hosford,2014-11-13T17:42:06,0,"Müəyyən sayda insan olduğuna görə 2 milyard baxış əldə etmək üçün necə sındırdığı barədə zarafat edən hər kəsə, O, əslində baxışları satın aldı.﻿"
z13uud25otb0ird2h230chu54neyehsbg04,Tofik Miedzyń,2014-11-13T21:48:26,1,https://www.facebook.com/tofikmiedzynB/photos/a.1496273723978022.1073741828.1496241863981208/1498561870415874/?type=1&theater ﻿
z12ozx4w5mytupefv23vvxdroqehuvbvv,MrValentinique,2014-11-13T22:33:31,1,https://www.facebook.com/eeccon/posts/733949243353321?comment_id=734237113324534&offset=0&total_comments=74 zəhmət olmasa frigea marius gabriel şərhini bəyənin :D﻿
z12vvnza4rq5tvzou04cgxeookraexq5opo0k,Ghazi Rizvi,2014-11-13T23:02:09,1,"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&CREA=RAW&rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing mükafatları, pulsuz pul qazanın. VƏ YOX SİZ VİRUSUNUZU MAVİ RENGİ ƏLDƏ EDƏ BİLMƏZSİNİZ!﻿"
z12exzcrvpeew1yxg04cd5tbwnmfubnh4kk0k,Anthony1SV,2014-11-14T00:01:37,1,Zəhmət olmasa bu yeni Milad köynəklərini alın! Dekabrın 4-nə qədər istənilən vaxt ala bilərsiniz və onlar bütün dünyada satılır! Qaçırmayın: http://teespring.com/treechristmas﻿
z13qyxk5tzq1e5asx22xjt3wdq3ns32f5,Ameenk Chanel,2014-11-14T11:50:02,1,Pulsuz tətbiqlərim 1 milyon kredit qazanır! Sadəcə linkə klikləyin və proqramı yükləyin və hazır olun!! · Link: https://m.freemyapps.com/share/url/5af506e1﻿
z12uyzhazxqkzbrzz04cedqpkwzdvjyy3u40k,Brandon Wilson,2014-11-14T12:21:52,0,Niyə belə bir mahnıya Michael Jackson SMH﻿-dən daha çox baxış var?
z13sh3cz1kbqgrai504cf53qsq25ypmi5zs0k,Leonel Hernandez,2014-11-14T12:35:38,0,"Kədərli JUST rəqs etsəniz belə, rəqs edəcək bir şey!   PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿"
z12etrpq5xu0vnm2g230szo5ote3zviny,InterGaming,2014-11-14T13:16:24,0,"hamı arxaya baxır, bunun az qala 3 yaşı var və insanlar hələ də eşidirlər! xD"
z13th1q4yzihf1bll23qxzpjeujterydj,Carmen Racasanu,2014-11-14T13:27:52,0,Planetdə yalnız mən olduğum halda bunun necə 2 milyard baxışı ola bilər? LOL
z13fcn1wfpb5e51xe04chdxakpzgchyaxzo0k,diego mogrovejo,2014-11-14T13:28:08,0,2014-cü ildə buna niyə baxdığımı indi bilmirəm
z130zd5b3titudkoe04ccbeohojxuzppvbg,BlueYetiPlayz -Call Of Duty and More,2015-05-23T13:04:32,1,Call of duty videoları və Hədəf-100 abunələri üçün mənə abunə olun
z12he50arvrkivl5u04cctawgxzkjfsjcc4,Photo Editor,2015-06-05T14:14:48,1,salam uşaqlar zəhmət olmasa mənim android foto redaktorumu yükləyin. təşəkkürlər https://play.google.com/store/apps/details?id=com.butalabs.photo.editor﻿
z13vhvu54u3ewpp5h04ccb4zuoardrmjlyk0k,Ray Benich,2015-06-05T18:05:16,0,"İlk milyardlar bunun həqiqətən gözəl olduğunu düşündükləri üçün buna baxdılar, digər milyard yarım isə ilk milyardın nə qədər axmaq olduğunu görməyə gəldi...﻿"
